Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2020;16.285
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Renta bruta media por persona;2015;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2022;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2021;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2020;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: salario;2015;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2022;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2021;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2020;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: pensiones;2015;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2022;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2021;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2020;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otras prestaciones;2015;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2022;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2021;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2020;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2019;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2018;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2017;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2016;.
40009 Aldeanueva de la Serrezuela;4000901 Aldeanueva de la Serrezuela distrito 01;4000901001 Aldeanueva de la Serrezuela sección 01001;Fuente de ingreso: otros ingresos;2015;.
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2022;15.954
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2021;14.514
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2020;12.458
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2019;12.796
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2018;12.628
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2017;9.925
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2016;12.046
40010 Aldeanueva del Codonal;;;Renta bruta media por persona;2015;9.892
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2022;6.592
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2021;5.123
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2020;4.725
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2019;4.370
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2018;4.051
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2017;3.449
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2016;3.390
40010 Aldeanueva del Codonal;;;Fuente de ingreso: salario;2015;3.125
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2022;4.656
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2021;4.455
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2020;4.177
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2019;3.635
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2018;3.415
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2017;3.373
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2016;3.763
40010 Aldeanueva del Codonal;;;Fuente de ingreso: pensiones;2015;3.259
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2022;154
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2021;146
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2020;244
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2019;119
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2018;178
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2017;123
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2016;153
40010 Aldeanueva del Codonal;;;Fuente de ingreso: prestaciones por desempleo;2015;238
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2022;565
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2021;623
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2020;479
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2019;516
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2018;446
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2017;659
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2016;279
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otras prestaciones;2015;336
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2022;3.986
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2021;4.203
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2020;2.844
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2019;4.156
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2018;4.538
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2017;2.320
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2016;4.461
40010 Aldeanueva del Codonal;;;Fuente de ingreso: otros ingresos;2015;2.934
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2022;15.954
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2021;14.514
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2020;12.458
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2019;12.796
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2018;12.628
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2017;9.925
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2016;12.046
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Renta bruta media por persona;2015;9.892
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2022;6.592
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2021;5.123
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2020;4.725
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2019;4.370
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2018;4.051
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2017;3.449
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2016;3.390
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: salario;2015;3.125
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2022;4.656
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2021;4.455
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2020;4.177
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2019;3.635
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2018;3.415
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2017;3.373
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2016;3.763
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: pensiones;2015;3.259
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;154
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;146
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;244
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;119
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;178
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;123
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;153
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;238
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2022;565
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2021;623
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2020;479
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2019;516
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2018;446
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2017;659
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2016;279
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otras prestaciones;2015;336
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2022;3.986
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2021;4.203
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2020;2.844
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2019;4.156
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2018;4.538
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2017;2.320
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2016;4.461
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;;Fuente de ingreso: otros ingresos;2015;2.934
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2022;15.954
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2021;14.514
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2020;12.458
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2019;12.796
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2018;12.628
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2017;9.925
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2016;12.046
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Renta bruta media por persona;2015;9.892
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2022;6.592
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2021;5.123
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2020;4.725
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2019;4.370
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2018;4.051
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2017;3.449
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2016;3.390
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: salario;2015;3.125
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2022;4.656
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2021;4.455
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2020;4.177
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2019;3.635
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2018;3.415
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2017;3.373
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2016;3.763
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: pensiones;2015;3.259
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;154
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;146
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;244
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;119
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;178
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;123
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;153
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;238
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2022;565
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2021;623
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2020;479
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2019;516
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2018;446
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2017;659
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2016;279
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otras prestaciones;2015;336
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2022;3.986
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2021;4.203
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2020;2.844
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2019;4.156
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2018;4.538
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2017;2.320
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2016;4.461
40010 Aldeanueva del Codonal;4001001 Aldeanueva del Codonal distrito 01;4001001001 Aldeanueva del Codonal sección 01001;Fuente de ingreso: otros ingresos;2015;2.934
40012 Aldea Real;;;Renta bruta media por persona;2022;14.494
40012 Aldea Real;;;Renta bruta media por persona;2021;14.086
40012 Aldea Real;;;Renta bruta media por persona;2020;13.400
40012 Aldea Real;;;Renta bruta media por persona;2019;13.060
40012 Aldea Real;;;Renta bruta media por persona;2018;12.142
40012 Aldea Real;;;Renta bruta media por persona;2017;11.052
40012 Aldea Real;;;Renta bruta media por persona;2016;11.573
40012 Aldea Real;;;Renta bruta media por persona;2015;11.182
40012 Aldea Real;;;Fuente de ingreso: salario;2022;6.746
40012 Aldea Real;;;Fuente de ingreso: salario;2021;6.516
40012 Aldea Real;;;Fuente de ingreso: salario;2020;6.269
40012 Aldea Real;;;Fuente de ingreso: salario;2019;5.781
40012 Aldea Real;;;Fuente de ingreso: salario;2018;5.420
40012 Aldea Real;;;Fuente de ingreso: salario;2017;5.405
40012 Aldea Real;;;Fuente de ingreso: salario;2016;5.437
40012 Aldea Real;;;Fuente de ingreso: salario;2015;4.895
40012 Aldea Real;;;Fuente de ingreso: pensiones;2022;4.094
40012 Aldea Real;;;Fuente de ingreso: pensiones;2021;3.790
40012 Aldea Real;;;Fuente de ingreso: pensiones;2020;3.696
40012 Aldea Real;;;Fuente de ingreso: pensiones;2019;3.803
40012 Aldea Real;;;Fuente de ingreso: pensiones;2018;3.300
40012 Aldea Real;;;Fuente de ingreso: pensiones;2017;3.023
40012 Aldea Real;;;Fuente de ingreso: pensiones;2016;2.981
40012 Aldea Real;;;Fuente de ingreso: pensiones;2015;3.101
40012 Aldea Real;;;Fuente de ingreso: prestaciones por desempleo;2022;198
40012 Aldea Real;;;Fuente de ingreso: prestaciones por desempleo;2021;323
40012 Aldea Real;;;Fuente de ingreso: prestaciones por desempleo;2020;354
