Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
42015 Alentisque;4201501 Alentisque distrito 01;;Fuente de ingreso: otros ingresos;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;;Fuente de ingreso: otros ingresos;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;;Fuente de ingreso: otros ingresos;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2022;20.722,0
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2021;19.328,0
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2020;17.453,0
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Renta bruta media por persona;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2022;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2021;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2020;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: salario;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2022;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2021;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2020;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: pensiones;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2022;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2021;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2020;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otras prestaciones;2015;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2022;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2021;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2020;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2019;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2018;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2017;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2016;.
42015 Alentisque;4201501 Alentisque distrito 01;4201501001 Alentisque sección 01001;Fuente de ingreso: otros ingresos;2015;.
42016 Aliud;;;Renta bruta media por persona;2022;20.185,0
42016 Aliud;;;Renta bruta media por persona;2021;19.328,0
42016 Aliud;;;Renta bruta media por persona;2020;17.453,0
42016 Aliud;;;Renta bruta media por persona;2019;.
42016 Aliud;;;Renta bruta media por persona;2018;.
42016 Aliud;;;Renta bruta media por persona;2017;.
42016 Aliud;;;Renta bruta media por persona;2016;.
42016 Aliud;;;Renta bruta media por persona;2015;.
42016 Aliud;;;Fuente de ingreso: salario;2022;.
42016 Aliud;;;Fuente de ingreso: salario;2021;.
42016 Aliud;;;Fuente de ingreso: salario;2020;.
42016 Aliud;;;Fuente de ingreso: salario;2019;.
42016 Aliud;;;Fuente de ingreso: salario;2018;.
42016 Aliud;;;Fuente de ingreso: salario;2017;.
42016 Aliud;;;Fuente de ingreso: salario;2016;.
42016 Aliud;;;Fuente de ingreso: salario;2015;.
42016 Aliud;;;Fuente de ingreso: pensiones;2022;.
42016 Aliud;;;Fuente de ingreso: pensiones;2021;.
42016 Aliud;;;Fuente de ingreso: pensiones;2020;.
42016 Aliud;;;Fuente de ingreso: pensiones;2019;.
42016 Aliud;;;Fuente de ingreso: pensiones;2018;.
42016 Aliud;;;Fuente de ingreso: pensiones;2017;.
42016 Aliud;;;Fuente de ingreso: pensiones;2016;.
42016 Aliud;;;Fuente de ingreso: pensiones;2015;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2022;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2021;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2020;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2019;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2018;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2017;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2016;.
42016 Aliud;;;Fuente de ingreso: prestaciones por desempleo;2015;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2022;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2021;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2020;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2019;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2018;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2017;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2016;.
42016 Aliud;;;Fuente de ingreso: otras prestaciones;2015;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2022;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2021;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2020;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2019;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2018;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2017;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2016;.
42016 Aliud;;;Fuente de ingreso: otros ingresos;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2022;20.185,0
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2021;19.328,0
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2020;17.453,0
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Renta bruta media por persona;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2022;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2021;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2020;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: salario;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2022;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2021;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2020;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: pensiones;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2022;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2021;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2020;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otras prestaciones;2015;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2022;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2021;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2020;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2019;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2018;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2017;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2016;.
42016 Aliud;4201601 Aliud distrito 01;;Fuente de ingreso: otros ingresos;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2022;20.185,0
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2021;19.328,0
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2020;17.453,0
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Renta bruta media por persona;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2022;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2021;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2020;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: salario;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2022;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2021;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2020;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: pensiones;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2022;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2021;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2020;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otras prestaciones;2015;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2022;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2021;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2020;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2019;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2018;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2017;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2016;.
42016 Aliud;4201601 Aliud distrito 01;4201601001 Aliud sección 01001;Fuente de ingreso: otros ingresos;2015;.
42017 Almajano;;;Renta bruta media por persona;2022;16.067,0
42017 Almajano;;;Renta bruta media por persona;2021;16.573,0
42017 Almajano;;;Renta bruta media por persona;2020;14.209,0
42017 Almajano;;;Renta bruta media por persona;2019;14.160,0
42017 Almajano;;;Renta bruta media por persona;2018;13.640,0
42017 Almajano;;;Renta bruta media por persona;2017;13.279,0
42017 Almajano;;;Renta bruta media por persona;2016;12.744,0
42017 Almajano;;;Renta bruta media por persona;2015;12.456,0
42017 Almajano;;;Fuente de ingreso: salario;2022;10.036,0
42017 Almajano;;;Fuente de ingreso: salario;2021;10.193,0
42017 Almajano;;;Fuente de ingreso: salario;2020;8.507,0
42017 Almajano;;;Fuente de ingreso: salario;2019;9.077,0
42017 Almajano;;;Fuente de ingreso: salario;2018;8.642,0
42017 Almajano;;;Fuente de ingreso: salario;2017;9.050,0
42017 Almajano;;;Fuente de ingreso: salario;2016;8.557,0
42017 Almajano;;;Fuente de ingreso: salario;2015;7.414,0
42017 Almajano;;;Fuente de ingreso: pensiones;2022;3.373,0
42017 Almajano;;;Fuente de ingreso: pensiones;2021;3.011,0
42017 Almajano;;;Fuente de ingreso: pensiones;2020;2.730,0
42017 Almajano;;;Fuente de ingreso: pensiones;2019;2.633,0
42017 Almajano;;;Fuente de ingreso: pensiones;2018;2.487,0
42017 Almajano;;;Fuente de ingreso: pensiones;2017;2.409,0
42017 Almajano;;;Fuente de ingreso: pensiones;2016;2.241,0
42017 Almajano;;;Fuente de ingreso: pensiones;2015;2.205,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2022;237,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2021;386,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2020;585,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2019;289,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2018;336,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2017;208,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2016;250,0
42017 Almajano;;;Fuente de ingreso: prestaciones por desempleo;2015;225,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2022;382,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2021;449,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2020;440,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2019;473,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2018;416,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2017;387,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2016;377,0
42017 Almajano;;;Fuente de ingreso: otras prestaciones;2015;364,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2022;2.039,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2021;2.534,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2020;1.947,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2019;1.688,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2018;1.758,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2017;1.224,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2016;1.319,0
42017 Almajano;;;Fuente de ingreso: otros ingresos;2015;2.248,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2022;16.067,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2021;16.573,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2020;14.209,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2019;14.160,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2018;13.640,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2017;13.279,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2016;12.744,0
42017 Almajano;4201701 Almajano distrito 01;;Renta bruta media por persona;2015;12.456,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2022;10.036,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2021;10.193,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2020;8.507,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2019;9.077,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2018;8.642,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2017;9.050,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2016;8.557,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: salario;2015;7.414,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2022;3.373,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2021;3.011,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2020;2.730,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2019;2.633,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2018;2.487,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2017;2.409,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2016;2.241,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: pensiones;2015;2.205,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;237,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;386,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;585,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;289,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;336,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;208,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;250,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;225,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2022;382,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2021;449,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2020;440,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2019;473,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2018;416,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2017;387,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2016;377,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otras prestaciones;2015;364,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2022;2.039,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2021;2.534,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2020;1.947,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2019;1.688,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2018;1.758,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2017;1.224,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2016;1.319,0
42017 Almajano;4201701 Almajano distrito 01;;Fuente de ingreso: otros ingresos;2015;2.248,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2022;16.067,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2021;16.573,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2020;14.209,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2019;14.160,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2018;13.640,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2017;13.279,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2016;12.744,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Renta bruta media por persona;2015;12.456,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Fuente de ingreso: salario;2022;10.036,0
42017 Almajano;4201701 Almajano distrito 01;4201701001 Almajano sección 01001;Fuente de ingreso: salario;2021;10.193,0
