Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
34029 Becerril de Campos;3402901 Becerril de Campos distrito 01;3402901001 Becerril de Campos sección 01001;Fuente de ingreso: otros ingresos;2015;2.544
34031 Belmonte de Campos;;;Renta bruta media por persona;2022;18.382
34031 Belmonte de Campos;;;Renta bruta media por persona;2021;17.695
34031 Belmonte de Campos;;;Renta bruta media por persona;2020;16.460
34031 Belmonte de Campos;;;Renta bruta media por persona;2019;.
34031 Belmonte de Campos;;;Renta bruta media por persona;2018;.
34031 Belmonte de Campos;;;Renta bruta media por persona;2017;.
34031 Belmonte de Campos;;;Renta bruta media por persona;2016;.
34031 Belmonte de Campos;;;Renta bruta media por persona;2015;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2022;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2021;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2020;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2019;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2018;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2017;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2016;.
34031 Belmonte de Campos;;;Fuente de ingreso: salario;2015;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2022;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2021;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2020;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2019;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2018;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2017;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2016;.
34031 Belmonte de Campos;;;Fuente de ingreso: pensiones;2015;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2022;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2021;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2020;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2019;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2018;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2017;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2016;.
34031 Belmonte de Campos;;;Fuente de ingreso: prestaciones por desempleo;2015;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2022;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2021;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2020;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2019;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2018;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2017;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2016;.
34031 Belmonte de Campos;;;Fuente de ingreso: otras prestaciones;2015;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2022;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2021;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2020;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2019;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2018;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2017;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2016;.
34031 Belmonte de Campos;;;Fuente de ingreso: otros ingresos;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2022;18.382
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2021;17.695
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2020;16.460
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Renta bruta media por persona;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: salario;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: pensiones;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otras prestaciones;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;;Fuente de ingreso: otros ingresos;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2022;18.382
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2021;17.695
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2020;16.460
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Renta bruta media por persona;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: salario;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: pensiones;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otras prestaciones;2015;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2022;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2021;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2020;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2019;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2018;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2017;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2016;.
34031 Belmonte de Campos;3403101 Belmonte de Campos distrito 01;3403101001 Belmonte de Campos sección 01001;Fuente de ingreso: otros ingresos;2015;.
34032 Berzosilla;;;Renta bruta media por persona;2022;.
34032 Berzosilla;;;Renta bruta media por persona;2021;17.695
34032 Berzosilla;;;Renta bruta media por persona;2020;16.460
34032 Berzosilla;;;Renta bruta media por persona;2019;.
34032 Berzosilla;;;Renta bruta media por persona;2018;.
34032 Berzosilla;;;Renta bruta media por persona;2017;.
34032 Berzosilla;;;Renta bruta media por persona;2016;.
34032 Berzosilla;;;Renta bruta media por persona;2015;.
34032 Berzosilla;;;Fuente de ingreso: salario;2022;.
34032 Berzosilla;;;Fuente de ingreso: salario;2021;.
34032 Berzosilla;;;Fuente de ingreso: salario;2020;.
34032 Berzosilla;;;Fuente de ingreso: salario;2019;.
34032 Berzosilla;;;Fuente de ingreso: salario;2018;.
34032 Berzosilla;;;Fuente de ingreso: salario;2017;.
34032 Berzosilla;;;Fuente de ingreso: salario;2016;.
34032 Berzosilla;;;Fuente de ingreso: salario;2015;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2022;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2021;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2020;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2019;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2018;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2017;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2016;.
34032 Berzosilla;;;Fuente de ingreso: pensiones;2015;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2022;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2021;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2020;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2019;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2018;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2017;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2016;.
34032 Berzosilla;;;Fuente de ingreso: prestaciones por desempleo;2015;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2022;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2021;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2020;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2019;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2018;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2017;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2016;.
34032 Berzosilla;;;Fuente de ingreso: otras prestaciones;2015;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2022;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2021;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2020;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2019;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2018;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2017;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2016;.
34032 Berzosilla;;;Fuente de ingreso: otros ingresos;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2021;17.695
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2020;16.460
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Renta bruta media por persona;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: salario;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: pensiones;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: prestaciones por desempleo;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otras prestaciones;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;;Fuente de ingreso: otros ingresos;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2021;17.695
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2020;16.460
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Renta bruta media por persona;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: salario;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: pensiones;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2021;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2020;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2019;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2018;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2017;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2016;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: prestaciones por desempleo;2015;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: otras prestaciones;2022;.
34032 Berzosilla;3403201 Berzosilla distrito 01;3403201001 Berzosilla sección 01001;Fuente de ingreso: otras prestaciones;2021;.
